pos,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1804,7.3,0.32,0.34,6.6,0.032,24.0,112.0,0.99505,3.22,0.46,9.8,6.0
1805,7.8,0.27,0.58,11.2,0.036,44.0,161.0,0.9977,3.06,0.41,8.9,6.0
1806,6.4,0.31,0.26,13.2,0.046,57.0,205.0,0.9975,3.17,0.41,9.6,5.0
1807,6.2,0.29,0.26,13.1,0.046,55.0,204.0,0.99745,3.16,0.41,9.6,6.0
1808,6.0,0.39,0.17,12.0,0.046,65.0,246.0,0.9976,3.15,0.38,9.0,6.0
1809,6.2,0.3,0.26,13.4,0.046,57.0,206.0,0.99775,3.17,0.43,9.5,6.0
1810,6.0,0.28,0.49,6.8,0.048,61.0,222.0,0.9953,3.19,0.47,9.3,5.0
1811,6.0,0.41,0.05,1.5,0.063,17.0,120.0,0.9932,3.21,0.56,9.2,6.0
1812,6.4,0.35,0.28,1.1,0.055,9.0,160.0,0.99405,3.42,0.5,9.1,7.0
1813,6.5,0.26,0.32,16.5,0.045,44.0,166.0,1.0,3.38,0.46,9.5,6.0
1814,7.9,0.35,0.24,15.6,0.072,44.0,229.0,0.99785,3.03,0.59,10.5,6.0
1815,6.2,0.3,0.17,2.8,0.04,24.0,125.0,0.9939,3.01,0.46,9.0,5.0
1816,8.4,0.18,0.42,5.1,0.036,7.0,77.0,0.9939,3.16,0.52,11.7,5.0
1817,6.6,0.56,0.22,8.9,0.034,27.0,133.0,0.99675,3.2,0.51,9.1,5.0
1818,6.2,0.3,0.17,2.8,0.04,24.0,125.0,0.9939,3.01,0.46,9.0,5.0
1819,6.6,0.56,0.22,8.9,0.034,27.0,133.0,0.99675,3.2,0.51,9.1,5.0
1820,6.6,0.36,0.29,1.6,0.021,24.0,85.0,0.98965,3.41,0.61,12.4,9.0
1821,7.3,0.655,0.2,10.2,0.071,28.0,212.0,0.9971,2.96,0.58,9.2,6.0
1822,6.8,0.18,0.21,5.4,0.053,34.0,104.0,0.99445,3.3,0.43,9.4,5.0
1823,6.7,0.19,-1.0,6.2,0.047,36.0,117.0,0.9945,3.34,0.43,9.6,-1.0
1824,8.4,0.18,0.42,5.1,0.036,7.0,77.0,0.9939,3.16,0.52,11.7,5.0
1825,7.0,0.21,0.37,7.2,0.042,36.0,167.0,0.9958,3.26,0.56,9.8,6.0
1826,6.8,0.25,0.38,8.1,0.046,24.0,155.0,0.9956,3.33,0.59,10.2,6.0
1827,7.4,0.24,0.36,2.0,0.031,27.0,139.0,0.99055,3.28,0.48,12.5,9.0
1828,7.1,0.16,0.36,10.7,0.044,20.0,90.0,0.9959,3.16,0.44,10.9,7.0
1829,7.1,0.16,0.36,1.2,0.043,21.0,90.0,0.9925,3.16,0.42,11.0,7.0
1830,7.3,0.205,0.31,1.7,0.06,34.0,110.0,0.9963,3.72,0.69,10.5,6.0
1831,7.4,0.17,0.4,5.5,0.037,34.0,161.0,0.9935,3.05,0.62,11.5,4.0
1832,7.3,0.3,0.34,2.7,0.044,34.0,108.0,0.99105,3.36,0.53,12.8,8.0
1833,6.9,0.25,0.34,1.3,0.035,27.0,82.0,0.99045,3.18,0.44,12.2,6.0
1834,7.3,0.205,0.31,1.7,0.06,34.0,110.0,0.9963,3.72,0.69,10.5,6.0
1835,7.5,0.42,0.34,4.3,0.04,34.0,108.0,0.99155,3.14,0.45,12.8,8.0
1836,7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,0.4,11.9,8.0
1837,7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,0.4,11.9,8.0
1838,7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,0.4,11.9,8.0
1839,7.5,0.34,0.35,6.0,0.034,12.0,126.0,0.9924,3.16,0.39,12.0,7.0
1840,7.6,0.33,0.35,6.3,0.036,12.0,126.0,0.9924,3.16,0.39,12.0,7.0
1841,8.7,0.23,0.32,13.4,0.044,35.0,169.0,0.99975,3.12,0.47,8.8,7.0
1842,8.7,0.23,0.32,13.4,0.044,35.0,169.0,0.99975,3.12,0.47,8.8,7.0
1843,6.9,0.19,0.35,1.7,0.036,33.0,101.0,0.99315,3.21,0.54,10.8,7.0
1844,7.3,0.21,0.29,1.6,0.034,29.0,118.0,0.9917,3.3,0.5,11.0,8.0
1845,7.3,0.21,0.29,1.6,0.034,29.0,118.0,0.9917,3.3,0.5,11.0,8.0
1846,6.6,0.22,0.37,15.4,0.035,62.0,153.0,0.99845,3.02,0.4,9.3,5.0
1847,9.2,0.34,0.27,1.2,0.026,17.0,73.0,0.9921,3.08,0.39,10.8,5.0
1848,8.7,0.23,0.32,13.4,0.044,35.0,169.0,0.99975,3.12,0.47,8.8,7.0
1849,6.0,0.2,0.24,1.8,0.03,30.0,105.0,0.9909,3.31,0.47,11.5,6.0
1850,6.9,0.19,0.35,1.7,0.036,33.0,101.0,0.99315,3.21,0.54,10.8,7.0
1851,8.2,0.38,0.49,13.6,0.042,58.0,166.0,0.99855,3.1,0.54,9.4,5.0
1852,6.9,0.18,0.36,1.3,0.036,40.0,117.0,0.9934,3.27,0.95,9.5,7.0
1853,7.7,0.34,0.58,11.1,0.039,41.0,151.0,0.9978,3.06,0.49,8.6,5.0
1854,6.9,0.18,0.36,1.3,0.036,40.0,117.0,0.9934,3.27,0.95,9.5,7.0
1855,7.4,0.2,0.35,2.1,0.038,30.0,116.0,0.9949,3.49,0.77,10.3,7.0
1856,8.2,0.38,0.49,13.6,0.042,58.0,166.0,0.99855,3.1,0.54,9.4,5.0
1857,8.2,0.4,0.48,13.7,0.042,59.0,169.0,0.9986,3.1,0.52,9.4,5.0
1858,6.7,0.22,0.39,10.2,0.038,60.0,149.0,0.99725,3.17,0.54,10.0,7.0
1859,6.6,0.3,0.3,4.8,0.17,60.0,166.0,0.9946,3.18,0.47,9.4,5.0
1860,8.1,0.27,0.35,1.7,0.03,38.0,103.0,0.99255,3.22,0.63,10.4,8.0
1861,7.3,0.25,0.42,14.2,0.041,57.0,182.0,0.9996,3.29,0.75,9.1,7.0
1862,4.8,0.34,0.0,6.5,0.028,33.0,163.0,0.9939,3.36,0.61,9.9,6.0
1863,6.2,0.28,0.33,1.7,0.029,24.0,111.0,0.99,3.24,0.5,12.1,6.0
1864,4.8,0.33,0.0,6.5,0.028,34.0,163.0,0.9937,3.35,0.61,9.9,5.0
1865,6.1,0.27,0.33,2.2,0.021,26.0,117.0,0.9886,3.12,0.3,12.5,6.0
1866,6.9,0.18,0.36,1.3,0.036,40.0,117.0,0.9934,3.27,0.95,9.5,7.0
1867,7.8,0.18,0.46,12.6,0.042,41.0,143.0,1.0,3.24,0.76,8.5,8.0
1868,7.3,0.28,0.42,14.4,0.04,49.0,173.0,0.9994,3.28,0.82,9.0,7.0
1869,7.3,0.24,0.29,1.2,0.037,37.0,97.0,0.9926,3.19,0.7,10.1,6.0
1870,6.0,0.45,0.65,9.7,0.08,11.0,159.0,0.9956,3.04,0.48,9.4,5.0
1871,7.7,0.34,0.58,11.1,0.039,41.0,151.0,0.9978,3.06,0.49,8.6,5.0
1872,6.3,0.26,0.21,4.0,0.03,24.0,125.0,0.9915,3.06,0.34,10.7,6.0
1873,10.3,0.17,0.47,1.4,0.037,5.0,33.0,0.9939,2.89,0.28,9.6,3.0
1874,7.7,0.15,0.29,1.3,0.029,10.0,64.0,0.9932,3.35,0.39,10.1,5.0
1875,7.1,0.21,0.32,2.2,0.037,28.0,141.0,0.993,3.2,0.57,10.0,7.0
1876,6.9,0.36,0.34,4.2,0.018,57.0,119.0,0.9898,3.28,0.36,12.7,9.0
1877,6.0,0.28,0.34,1.6,0.119,33.0,104.0,0.9921,3.19,0.38,10.2,6.0
1878,6.2,0.16,0.54,1.4,0.126,37.0,110.0,0.9932,3.23,0.37,8.9,6.0
1879,6.9,0.12,0.36,2.2,0.037,18.0,111.0,0.9919,3.41,0.82,11.9,8.0
1880,7.1,0.21,0.32,2.2,0.037,28.0,141.0,0.993,3.2,0.57,10.0,7.0
1881,8.8,0.36,0.44,1.9,0.04,9.0,121.0,0.9953,3.19,0.48,9.9,6.0
1882,7.4,0.26,0.43,6.0,0.022,22.0,125.0,0.9928,3.13,0.55,11.5,6.0
1883,7.4,0.26,0.43,6.0,0.022,22.0,125.0,0.9928,3.13,0.55,11.5,6.0
1884,6.8,0.23,0.29,12.2,0.035,38.0,236.0,0.9976,3.35,0.52,9.8,6.0
1885,6.1,0.34,0.27,2.6,0.024,20.0,105.0,0.9906,3.4,0.67,12.2,7.0
1886,7.3,0.26,0.31,1.6,0.04,39.0,173.0,0.9918,3.19,0.51,11.4,6.0
1887,6.5,0.3,0.32,2.0,0.044,34.0,90.0,0.99185,3.37,0.68,11.0,7.0
1888,7.3,0.26,0.31,1.6,0.04,39.0,173.0,0.9918,3.19,0.51,11.4,6.0
1889,6.5,0.3,0.32,2.0,0.044,34.0,90.0,0.99185,3.37,0.68,11.0,7.0
1890,5.0,0.31,0.0,6.4,0.046,43.0,166.0,0.994,3.3,0.63,9.9,6.0
1891,5.8,0.26,0.18,1.2,0.031,40.0,114.0,0.9908,3.42,0.4,11.0,7.0
1892,5.9,0.26,0.3,1.0,0.036,38.0,114.0,0.9928,3.58,0.48,9.4,5.0
1893,7.0,0.31,0.29,1.4,0.037,33.0,128.0,0.9896,3.12,0.36,12.2,7.0
1894,5.8,0.26,0.18,1.2,0.031,40.0,114.0,0.9908,3.42,0.4,11.0,7.0
1895,5.6,0.19,0.39,1.1,0.043,17.0,67.0,0.9918,3.23,0.53,10.3,6.0
1896,6.8,0.18,0.28,8.7,0.047,52.0,242.0,0.9952,3.22,0.53,10.5,6.0
1897,7.0,0.29,0.26,1.6,0.044,12.0,87.0,0.9923,3.08,0.46,10.5,6.0
1898,6.6,0.26,0.29,1.4,0.039,13.0,67.0,0.9915,3.05,0.49,10.9,6.0
1899,6.8,0.18,0.28,8.5,0.047,52.0,242.0,0.9952,3.22,0.53,10.5,6.0
1900,6.6,0.2,0.38,7.9,0.052,30.0,145.0,0.9947,3.32,0.56,11.0,7.0
1901,8.0,0.29,0.29,13.2,0.046,26.0,113.0,0.9983,3.25,-1.0,9.7,-1.0
1902,6.1,0.28,0.35,12.8,0.048,63.0,229.0,0.9975,3.08,0.4,8.9,5.0
1903,5.9,0.31,0.3,7.7,0.047,60.0,206.0,0.995,3.2,0.39,9.6,6.0
1904,6.9,0.21,0.28,2.4,0.056,49.0,159.0,0.9944,3.02,0.47,8.8,8.0
1905,8.4,0.19,0.42,1.6,0.047,9.0,101.0,0.994,3.06,0.65,11.1,4.0
1906,8.3,0.27,0.45,1.3,0.048,8.0,72.0,0.9944,3.08,0.61,10.3,4.0
1907,7.1,0.25,0.39,2.1,0.036,30.0,124.0,0.9908,3.28,0.43,12.2,8.0
1908,8.0,0.23,0.37,9.6,0.054,23.0,159.0,0.99795,3.32,0.47,9.8,4.0
1909,7.5,0.24,0.31,13.0,0.049,46.0,217.0,0.9985,3.08,0.53,8.8,5.0
1910,6.3,0.33,0.2,5.8,0.04,24.0,144.0,0.99425,3.15,0.63,9.9,5.0
1911,6.2,0.33,0.19,5.6,0.042,22.0,143.0,0.99425,3.15,0.63,9.9,5.0
1912,6.3,0.34,0.19,5.8,0.041,22.0,145.0,0.9943,3.15,0.63,9.9,5.0
1913,5.8,0.29,0.05,0.8,0.038,11.0,30.0,0.9924,3.36,0.35,9.2,5.0
1914,8.0,0.32,0.26,1.2,0.05,11.5,88.0,0.9946,3.24,0.37,9.5,4.0
1915,5.6,0.29,0.05,0.8,0.038,11.0,30.0,0.9924,3.36,0.35,9.2,5.0
1916,7.4,0.13,0.39,4.7,0.042,36.0,137.0,0.995,3.36,0.56,10.3,7.0
1917,7.7,0.3,0.32,1.6,0.037,23.0,124.0,0.9919,2.93,0.33,11.0,6.0
1918,7.0,0.24,0.34,1.4,0.031,27.0,107.0,0.99,3.06,0.39,11.9,6.0
1919,8.6,0.18,0.4,1.1,0.04,20.0,107.0,0.9923,2.94,0.32,10.2,7.0
1920,7.0,0.11,0.32,4.6,0.057,59.0,144.0,0.9956,3.55,0.44,9.4,7.0
1921,7.7,0.32,0.62,10.6,0.036,56.0,153.0,0.9978,3.13,0.44,8.9,6.0
1922,7.7,0.32,0.62,10.6,0.036,56.0,153.0,0.9978,3.13,0.44,8.9,6.0
1923,6.5,0.26,0.27,12.9,0.044,69.0,215.0,0.9967,3.17,0.43,10.0,6.0
1924,7.9,0.28,0.41,2.0,0.044,50.0,152.0,0.9934,3.45,0.49,10.7,8.0
1925,6.3,0.27,0.23,2.9,0.047,13.0,100.0,0.9936,3.28,0.43,9.8,5.0
1926,5.4,0.595,0.1,2.8,0.042,26.0,80.0,0.9932,3.36,0.38,9.3,5.0
1927,6.7,0.25,0.33,2.9,0.057,52.0,173.0,0.9934,3.02,0.48,9.5,7.0
1928,6.5,0.25,-1.0,12.0,0.055,47.0,179.0,0.998,3.58,0.47,10.0,-1.0
1929,6.1,0.36,0.58,15.0,0.044,42.0,115.0,0.9978,3.15,0.51,9.0,5.0
1930,7.7,0.17,0.52,5.9,0.017,21.0,84.0,0.9929,3.14,0.4,11.9,7.0
1931,6.4,0.26,0.43,12.6,0.033,64.0,230.0,0.9974,3.08,0.38,8.9,5.0
1932,6.5,0.26,0.28,12.5,0.046,80.0,225.0,0.99685,3.18,0.41,10.0,6.0
1933,5.9,0.29,0.33,7.4,0.037,58.0,205.0,0.99495,3.26,0.41,9.6,5.0
1934,6.2,0.28,0.43,13.0,0.039,64.0,233.0,0.99745,3.08,0.38,8.9,5.0
1935,6.1,0.27,0.44,6.7,0.041,61.0,230.0,0.99505,3.12,0.4,8.9,5.0
1936,6.4,0.43,0.32,1.4,0.048,10.0,67.0,0.992,3.08,0.41,11.4,5.0
1937,6.1,0.36,0.58,15.0,0.044,42.0,115.0,0.9978,3.15,0.51,9.0,5.0
1938,6.2,0.35,0.29,7.3,0.044,56.0,244.0,0.9956,3.36,0.55,10.0,6.0
1939,7.7,0.24,0.29,15.3,0.044,39.0,194.0,0.9982,3.06,0.47,9.6,7.0
1940,6.2,0.34,0.28,7.5,0.034,40.0,197.0,0.99485,3.14,0.6,9.7,5.0
1941,6.3,0.27,0.46,11.75,0.037,61.0,212.0,0.9971,3.25,0.53,9.5,6.0
1942,5.4,0.415,0.19,1.6,0.039,27.0,88.0,0.99265,3.54,0.41,10.0,7.0
1943,6.9,0.48,0.36,3.5,0.03,31.0,135.0,0.9904,3.14,0.38,12.2,7.0
1944,6.5,0.18,0.33,8.0,0.051,16.0,131.0,0.9965,3.28,0.44,8.7,7.0
1945,6.7,0.15,0.29,5.0,0.058,28.0,105.0,0.9946,3.52,0.44,10.2,7.0
1946,8.2,0.345,1.0,18.2,0.047,55.0,205.0,0.99965,2.96,0.43,9.6,5.0
1947,8.5,0.16,0.35,1.6,0.039,24.0,147.0,0.9935,2.96,0.36,10.0,5.0
1948,6.8,0.705,0.25,3.2,0.048,10.0,57.0,0.996,3.36,0.52,9.5,4.0
1949,7.3,0.25,0.39,6.4,0.034,8.0,84.0,0.9942,3.18,0.46,11.5,5.0
1950,7.6,0.345,0.26,1.9,0.043,15.0,134.0,0.9936,3.08,0.38,9.5,5.0
1951,7.6,0.22,0.34,9.7,0.035,26.0,143.0,0.9965,3.08,0.49,9.8,6.0
1952,6.5,0.17,0.33,1.4,0.028,14.0,99.0,0.9928,3.23,0.55,10.1,6.0
1953,8.2,0.23,0.37,1.3,0.042,39.0,117.0,0.9928,2.99,0.36,10.0,5.0
1954,7.6,0.22,0.34,9.7,0.035,26.0,143.0,0.9965,3.08,0.49,9.8,6.0
1955,7.6,0.345,0.26,1.9,0.043,15.0,134.0,0.9936,3.08,0.38,9.5,5.0
1956,7.5,0.32,0.26,1.8,0.042,13.0,133.0,0.9938,3.07,-1.0,9.5,-1.0
1957,6.6,0.23,0.32,0.9,0.041,25.0,79.0,0.9926,3.39,0.54,10.2,7.0
1958,6.6,0.2,0.32,1.1,0.039,25.0,78.0,0.9926,3.39,0.54,10.2,7.0
1959,7.3,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,3.03,0.42,9.0,6.0
1960,7.3,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,3.03,0.42,9.0,6.0
1961,8.0,0.42,0.36,5.0,0.037,34.0,101.0,0.992,3.13,0.57,12.3,7.0
1962,7.3,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,3.03,0.42,9.0,6.0
1963,6.1,0.19,0.25,4.0,0.023,23.0,112.0,0.9923,3.37,0.51,11.6,6.0
1964,5.9,0.26,0.21,12.5,0.034,36.0,152.0,0.9972,3.28,0.43,9.5,6.0
1965,8.3,0.23,0.43,3.2,0.035,14.0,101.0,0.9928,3.15,0.36,11.5,5.0
1966,6.5,0.34,0.28,1.8,0.041,43.0,188.0,0.9928,3.13,0.37,9.6,6.0
1967,6.8,0.22,0.35,17.5,0.039,38.0,153.0,0.9994,3.24,0.42,9.0,6.0
1968,6.5,0.08,0.33,1.9,0.028,23.0,93.0,0.991,3.34,0.7,12.0,7.0
1969,5.5,0.42,0.09,1.6,0.019,18.0,68.0,0.9906,3.33,0.51,11.4,7.0
1970,5.1,0.42,0.01,1.5,0.017,25.0,102.0,0.9894,3.38,0.36,12.3,7.0
1971,6.0,0.27,0.19,1.7,0.02,24.0,110.0,0.9898,3.32,0.47,12.6,7.0
1972,6.8,0.22,0.35,17.5,0.039,38.0,153.0,0.9994,3.24,0.42,9.0,6.0
1973,6.5,0.08,0.33,1.9,0.028,23.0,93.0,0.991,3.34,0.7,12.0,7.0
1974,7.1,0.13,0.38,1.8,0.046,14.0,114.0,0.9925,3.32,0.9,11.7,6.0
1975,7.6,0.3,0.25,4.3,0.054,22.0,111.0,0.9956,3.12,0.49,9.2,5.0
1976,6.6,0.13,0.3,4.9,0.058,47.0,131.0,0.9946,3.51,0.45,10.3,6.0
1977,6.5,0.14,0.33,7.6,0.05,53.0,189.0,0.9966,3.25,0.49,8.6,5.0
1978,7.7,0.28,0.33,6.7,0.037,32.0,155.0,0.9951,3.39,0.62,10.7,7.0
1979,6.0,0.2,0.71,1.6,0.15,10.0,54.0,0.9927,3.12,0.47,9.8,5.0
1980,6.0,0.19,0.71,1.5,0.152,9.0,55.0,0.9927,3.12,0.46,9.8,6.0
1981,7.7,0.28,0.33,6.7,0.037,32.0,155.0,0.9951,3.39,0.62,10.7,7.0
1982,5.1,0.39,0.21,1.7,0.027,15.0,72.0,0.9894,3.5,-1.0,12.5,-1.0
1983,5.7,0.36,0.34,4.2,0.026,21.0,77.0,0.9907,3.41,0.45,11.9,6.0
1984,6.9,0.19,0.33,1.6,0.043,63.0,149.0,0.9925,3.44,0.52,10.8,5.0
1985,6.0,0.41,0.21,1.9,0.05,29.0,122.0,0.9928,3.42,0.52,10.5,6.0
1986,7.4,0.28,0.3,5.3,0.054,44.0,161.0,0.9941,3.12,0.48,10.3,6.0
1987,7.4,0.3,0.3,5.2,0.053,45.0,163.0,0.9941,3.12,0.45,10.3,6.0
1988,6.9,0.19,0.33,1.6,0.043,63.0,149.0,0.9925,3.44,0.52,10.8,5.0
1989,7.7,0.28,0.39,8.9,0.036,8.0,117.0,0.9935,3.06,0.38,12.0,7.0
1990,8.6,0.16,0.38,3.4,0.04,41.0,143.0,0.9932,2.95,0.39,10.2,6.0
1991,8.2,0.26,0.44,1.3,0.046,7.0,69.0,0.9944,3.14,0.62,10.2,4.0
1992,6.5,0.25,0.27,15.2,0.049,75.0,217.0,0.9972,-1.0,0.39,9.9,-1.0
1993,7.0,0.24,0.18,1.3,0.046,9.0,62.0,0.994,3.38,0.47,10.1,4.0
1994,8.6,0.18,0.36,1.8,0.04,24.0,187.0,0.9956,3.25,0.55,9.5,6.0
1995,7.8,0.27,0.34,1.6,0.046,27.0,154.0,0.9927,3.05,0.45,10.5,6.0
1996,6.0,0.26,0.34,1.3,0.046,6.0,29.0,0.9924,3.29,0.63,10.4,5.0
1997,6.1,0.24,0.27,9.8,0.062,33.0,152.0,0.9966,3.31,0.47,9.5,6.0
1998,8.0,0.24,0.3,17.45,0.056,43.0,184.0,0.9997,3.05,0.5,9.2,6.0
1999,7.6,0.21,0.6,2.1,0.046,47.0,165.0,0.9936,3.05,0.54,10.1,7.0
2000,8.0,0.19,0.36,1.8,0.05,16.0,84.0,0.9936,3.15,0.45,9.8,7.0
2001,6.4,0.28,0.41,6.8,0.045,61.0,216.0,0.9952,3.09,0.46,9.4,5.0
2002,6.4,0.28,0.43,7.1,0.045,60.0,221.0,0.9952,3.09,0.45,9.4,6.0
2003,6.9,0.24,0.39,1.3,0.063,18.0,136.0,0.9928,3.31,0.48,10.4,7.0
2004,5.8,0.36,0.26,3.3,0.038,40.0,153.0,0.9911,3.34,0.55,11.3,6.0
2005,6.6,0.18,0.28,3.3,0.044,18.0,91.0,0.993,3.42,0.64,10.8,6.0
2006,5.8,0.36,0.26,3.3,0.038,40.0,153.0,0.9911,3.34,0.55,11.3,6.0
2007,5.1,0.52,0.06,2.7,0.052,30.0,79.0,0.9932,3.32,0.43,9.3,5.0
2008,6.6,0.22,0.37,1.2,0.059,45.0,199.0,0.993,3.37,0.55,10.3,7.0
2009,8.3,0.15,0.39,1.3,0.055,32.0,146.0,0.993,3.08,0.39,10.5,6.0
2010,7.6,0.16,0.44,1.4,0.043,25.0,109.0,0.9932,3.11,0.75,10.3,6.0
2011,7.7,0.16,0.41,1.7,0.048,60.0,173.0,0.9932,3.24,0.66,11.2,7.0
2012,8.3,0.16,0.48,1.7,0.057,31.0,98.0,0.9943,3.15,0.41,10.3,6.0
2013,6.2,0.25,0.47,11.6,0.048,62.0,210.0,0.9968,3.19,0.5,9.5,5.0
2014,6.1,0.16,0.27,12.6,0.064,63.0,162.0,0.9994,3.66,0.43,8.9,5.0
2015,7.6,0.39,0.22,2.8,0.036,19.0,113.0,0.9926,3.03,0.29,10.2,5.0
2016,6.8,0.37,0.47,11.2,0.071,44.0,136.0,0.9968,2.98,0.88,9.2,5.0
2017,7.6,0.16,0.44,1.4,0.043,25.0,109.0,0.9932,3.11,0.75,10.3,6.0
2018,7.1,0.18,0.42,1.4,0.045,47.0,157.0,0.9916,2.95,0.31,10.5,6.0
2019,8.3,0.14,0.26,1.5,0.049,56.0,189.0,0.9946,3.21,0.62,9.5,6.0
2020,8.6,0.2,0.42,1.5,0.041,35.0,125.0,0.9925,3.11,0.49,11.4,7.0
2021,8.6,0.2,0.42,1.5,0.041,35.0,125.0,0.9925,3.11,0.49,11.4,7.0
2022,6.8,0.19,0.32,7.05,0.019,54.0,188.0,0.9935,3.25,0.37,11.1,8.0
2023,7.6,0.19,0.38,10.6,0.06,48.0,174.0,0.9962,3.13,0.38,10.5,6.0
2024,6.8,0.34,0.74,2.8,0.088,23.0,185.0,0.9928,3.51,0.7,12.0,6.0
2025,6.2,0.15,0.46,1.6,0.039,38.0,123.0,0.993,3.38,0.51,9.7,6.0
2026,6.6,0.14,0.44,1.6,0.042,47.0,140.0,0.993,3.32,0.51,10.2,6.0
2027,8.0,0.55,0.17,8.2,0.04,13.0,60.0,0.9956,3.09,0.3,9.5,4.0
2028,7.0,0.24,0.35,1.5,0.052,51.0,128.0,0.9941,3.41,0.59,10.4,7.0
2029,6.3,0.6,0.44,11.0,0.05,50.0,245.0,0.9972,3.19,0.57,9.3,4.0
2030,7.1,0.2,0.41,2.1,0.054,24.0,166.0,0.9948,3.48,0.62,10.5,6.0
2031,6.2,0.34,0.29,-1.0,0.047,45.0,232.0,0.9955,3.35,0.62,10.0,-1.0
2032,7.1,0.3,0.36,6.8,0.055,44.5,234.0,0.9972,3.49,0.64,10.2,6.0
2033,7.1,0.3,0.36,6.8,0.055,44.5,234.0,0.9972,3.49,0.64,10.2,6.0
2034,7.9,0.64,0.46,10.6,0.244,33.0,227.0,0.9983,2.87,0.74,9.1,3.0
2035,8.8,0.17,0.38,1.8,0.04,39.0,148.0,0.9942,3.16,0.67,10.2,6.0
2036,7.5,0.17,0.37,1.5,0.06,18.0,75.0,0.9936,3.54,0.88,10.7,5.0
2037,7.1,0.47,0.24,6.0,0.044,11.0,77.0,0.9956,3.21,0.56,9.7,5.0
2038,7.1,0.15,0.34,5.3,0.034,33.0,104.0,0.9953,3.37,0.52,9.3,7.0
2039,7.5,0.17,0.34,1.4,0.035,13.0,102.0,0.9918,3.05,0.74,11.0,5.0
2040,8.2,0.68,0.3,2.1,0.047,17.0,138.0,0.995,3.22,0.71,10.8,4.0
2041,7.7,0.275,0.3,1.0,0.039,19.0,75.0,0.992,3.01,0.56,10.7,5.0
2042,7.3,0.49,0.32,5.2,0.043,18.0,104.0,0.9952,3.24,0.45,10.7,4.0
2043,7.5,0.33,0.48,19.45,0.048,55.0,243.0,1.001,2.95,0.4,8.8,5.0
2044,7.2,0.21,0.37,1.6,0.049,23.0,94.0,0.9924,3.16,0.48,10.9,7.0
2045,7.3,0.15,0.4,2.0,0.05,24.0,92.0,0.9932,3.14,0.45,10.5,5.0
2046,6.5,0.19,0.1,1.3,0.046,23.0,107.0,0.9937,3.29,0.45,10.0,5.0
2047,7.0,0.31,0.52,1.7,0.029,5.0,61.0,0.9918,3.07,0.43,10.4,5.0
2048,8.3,0.4,0.38,1.1,0.038,15.0,75.0,0.9934,3.03,0.43,9.2,5.0
2049,6.1,0.37,0.36,4.7,0.035,36.0,116.0,0.991,3.31,0.62,12.6,6.0
2050,7.3,0.24,0.34,7.5,0.048,29.0,152.0,0.9962,3.1,0.54,9.0,5.0
2051,6.9,0.21,0.81,1.1,0.137,52.0,123.0,0.9932,3.03,0.39,9.2,6.0
2052,7.6,0.29,0.42,1.3,0.035,18.0,86.0,0.9908,2.99,0.39,11.3,5.0
2053,9.4,0.29,0.55,2.2,0.05,17.0,119.0,0.9962,3.12,0.69,10.3,4.0
2054,7.0,0.31,0.52,1.7,0.029,5.0,61.0,0.9918,3.07,0.43,10.4,5.0
2055,8.6,0.26,0.41,2.2,0.049,29.0,111.0,0.9941,2.96,0.44,10.0,5.0
2056,7.5,0.21,0.34,1.2,0.06,26.0,111.0,0.9931,3.51,0.47,10.7,6.0
2057,7.2,0.51,0.24,10.0,0.093,35.0,197.0,0.9981,3.41,0.47,9.0,5.0
2058,7.5,0.21,0.34,1.2,0.06,26.0,111.0,0.9931,3.51,0.47,10.7,6.0
2059,5.3,0.3,0.2,1.1,0.077,48.0,166.0,0.9944,3.3,0.54,8.7,4.0
2060,8.0,0.26,0.36,2.0,0.054,30.0,121.0,0.992,3.09,0.72,11.6,7.0
2061,7.0,0.21,0.28,7.5,0.07,45.0,185.0,0.9966,3.34,0.55,9.4,5.0
2062,6.7,0.26,0.26,4.0,0.079,35.5,216.0,0.9956,3.31,0.68,9.5,5.0
2063,6.7,0.26,0.26,4.1,0.073,36.0,202.0,0.9956,3.3,0.67,9.5,5.0
2064,8.1,0.26,0.37,1.9,0.072,48.0,159.0,0.9949,3.37,0.7,10.9,6.0
2065,8.3,0.22,0.38,14.8,0.054,32.0,126.0,1.0002,3.22,0.5,9.7,5.0
2066,6.4,0.3,0.51,5.5,0.048,62.0,172.0,0.9942,3.08,0.45,9.1,6.0
2067,7.5,0.19,0.34,2.6,0.037,33.0,125.0,0.9923,3.1,0.49,11.1,7.0
2068,8.8,0.33,0.44,6.35,0.024,9.0,87.0,0.9917,2.96,-1.0,12.6,-1.0
2069,6.9,0.2,0.36,1.5,0.031,38.0,147.0,0.9931,3.35,0.56,11.0,6.0
2070,8.0,0.37,0.32,1.6,0.04,32.0,166.0,0.992,3.0,0.55,11.3,7.0
2071,8.3,0.22,0.38,14.8,0.054,32.0,126.0,1.0002,3.22,0.5,9.7,5.0
